Food Name,GI,Food Manufacturer,Product Category,Country of food production,Serving Size (g),Carbohydrate portion (g) or Average Carbohydrate portion (g),GL,Reference:,Subjects type,Time,Subjects Number,Year of test
"Bread, made from Hi-Maize® wholegrain corn flour (Ingredion, Bridgewater, NJ, USA), white wheat flour and 9% added medium molecular weight guar gum (MEYPRODOR®50, Danisco A/S, Denmark), prepared in an automatic bread machine, frozen and thawed #",48,,Breads,Sweden,,15,7,"Ekstrom, L.M.N.K., I.M.E. Bjorck, and E.M. Ostman, On the possibility to affect the course of glycaemia, insulinaemia, and perceived hunger/satiety to bread meals in healthy volunteers. Food & Function, 2013. 4(4): p. 522-9.",Normal,3h14,10,2010
"White bread with 3 g Sunfibre (Indian cluster guar beans), viscosity 1 (Taiyo Kagaku Co., Ltd, Yokaichi Mie, Japan) #",63,,Breads,Japan,,15,9,"Trinidad, T., et al., Glycemic index of Sunfibre (Cyamoposis tetragonolobus) products in normal and diabetic subjects. International Journal of Food Science & Technology, 2004. 39(10): p. 1093-1098.",Normal,2h,11,2003
"White bread with 5 g Sunfibre (Indian cluster guar beans, viscosity 1 (Taiyo Kagaku Co., Ltd, Yokaichi Mie, Japan) #",64,,Breads,Japan,,15,10,"Trinidad, T., et al., Glycemic index of Sunfibre (Cyamoposis tetragonolobus) products in normal and diabetic subjects. International Journal of Food Science & Technology, 2004. 39(10): p. 1093-1098.",Normal,2h,11,2003
"White bread with 10 g Sunfibre (Indian cluster guar beans, viscosity 1 (Taiyo Kagaku Co., Ltd, Yokaichi Mie, Japan) #",68,,Breads,Japan,,15,10,"Trinidad, T., et al., Glycemic index of Sunfibre (Cyamoposis tetragonolobus) products in normal and diabetic subjects. International Journal of Food Science & Technology, 2004. 39(10): p. 1093-1098.",Normal,2h,11,2003
"White bread with 15 g Sunfibre (Indian cluster guar beans, viscosity 1 (Taiyo Kagaku Co., Ltd, Yokaichi Mie, Japan) #",56,,Breads,Japan,,15,8,"Trinidad, T., et al., Glycemic index of Sunfibre (Cyamoposis tetragonolobus) products in normal and diabetic subjects. International Journal of Food Science & Technology, 2004. 39(10): p. 1093-1098.",Normal,2h,11,2003
"White bread with 5 g Sunfibre (Indian cluster guar beans, viscosity 2 (Taiyo Kagaku Co., Ltd, Yokaichi Mie, Japan) #",55,,Breads,Japan,,15,8,"Trinidad, T., et al., Glycemic index of Sunfibre (Cyamoposis tetragonolobus) products in normal and diabetic subjects. International Journal of Food Science & Technology, 2004. 39(10): p. 1093-1098.",Normal,2h,11,2003
"White bread with 3 g Sunfibre, viscosity 1 (Taiyo Kagaku Co., Ltd, Yokaichi Mie, Japan) #",53,,Breads,Japan,,15,8,"Trinidad, T., et al., Glycemic index of Sunfibre (Cyamoposis tetragonolobus) products in normal and diabetic subjects. International Journal of Food Science & Technology, 2004. 39(10): p. 1093-1098.",Type 2,3h,9,2003
"White bread with 5 g Sunfibre (Indian cluster guar beans, viscosity 1 (Taiyo Kagaku Co., Ltd, Yokaichi Mie, Japan) #",50,,Breads,Japan,,15,8,"Trinidad, T., et al., Glycemic index of Sunfibre (Cyamoposis tetragonolobus) products in normal and diabetic subjects. International Journal of Food Science & Technology, 2004. 39(10): p. 1093-1098.",Type 2,3h,9,2003
"White bread with 10 g Sunfibre (Indian cluster guar beans, viscosity 1 (Taiyo Kagaku Co., Ltd, Yokaichi Mie, Japan) #",48,,Breads,Japan,,15,7,"Trinidad, T., et al., Glycemic index of Sunfibre (Cyamoposis tetragonolobus) products in normal and diabetic subjects. International Journal of Food Science & Technology, 2004. 39(10): p. 1093-1098.",Type 2,3h,9,2003
"White bread with 15 g Sunfibre (Indian cluster guar beans, viscosity 1 (Taiyo Kagaku Co., Ltd, Yokaichi Mie, Japan) #",37,,Breads,Japan,,15,6,"Trinidad, T., et al., Glycemic index of Sunfibre (Cyamoposis tetragonolobus) products in normal and diabetic subjects. International Journal of Food Science & Technology, 2004. 39(10): p. 1093-1098.",Type 2,3h,9,2003
"White bread with 5 g Sunfibre (Indian cluster guar beans, viscosity 2 (Taiyo Kagaku Co., Ltd, Japan) #",39,,Breads,Japan,,15,6,"Trinidad, T., et al., Glycemic index of Sunfibre (Cyamoposis tetragonolobus) products in normal and diabetic subjects. International Journal of Food Science & Technology, 2004. 39(10): p. 1093-1098.",Type 2,3h,9,2003
Wholemeal bread #,75,,Breads,Canada,,15,11,"Jenkins, D.J., et al., Glycemic response to wheat products: reduced response to pasta but no effect of fiber. Diabetes Care, 1983. 6(2): p. 155-9.",Type 2,3h,9,1983
Wholemeal bread #,65,,Breads,Canada,,15,10,"Jenkins, D.J., et al., Wholemeal versus wholegrain breads: proportion of whole or cracked grain and the glycaemic response. British Medical Journal (Clinical Research Edition), 1988. 297(6654): p. 958-60.",Type 2,3h,6,1988
Wholemeal bread #,66,,Breads,Germany,,15,10,"Otto, H. and L. Niklas, Differences d'action sur la glycemie d'aliments contenant des hydrated de carbone: consequences pour le traitment dietetique du diabete sucre. (Differences in the action of foods containing carbohydrate on blood glucose levels: implications for the dietetic treatment of diabetes mellitus). Med Hyg, 1980. 38: p. 3424-29.",Diabetic,NS,NS,1980
Wholemeal bread #,67,,Breads,Canada,,15,10,"Wolever, T.M., et al., The glycemic index: similarity of values derived in insulin-dependent and non-insulin-dependent diabetic patients. Journal of the American College of Nutrition, 1987. 6(4): p. 295-305.",Type 2,3h,11,1985
Wholemeal bread #,68,,Breads,Canada,,15,10,"Jenkins, D.J., et al., Low glycemic response to traditionally processed wheat and rye products: bulgur and pumpernickel bread. The American journal of clinical nutrition, 1986. 43(4): p. 516-20.",Type 1 & Type 2,3h,4 & 11,1985
Wholemeal bread #,70,,Breads,Canada,,15,11,"Wolever, T.M., et al., The glycemic index: similarity of values derived in insulin-dependent and non-insulin-dependent diabetic patients. Journal of the American College of Nutrition, 1987. 6(4): p. 295-305.",Type 1,3h,5,1985
Wholemeal bread #,70,,Breads,Canada,,15,11,"Jenkins, D.J., et al., Glycemic responses to foods: possible differences between insulin-dependent and noninsulin-dependent diabetics. The American Journal of Clinical Nutrition, 1984. 40(5): p. 971-81.",Type 2,3h,6,1983
"Wholemeal bread, Helga's™ Traditional (Quality Bakers, Australia) #",70,,Breads,Australia,,15,11,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,8,2001
Wholemeal flour bread #,72,,Breads,Canada,,15,11,"Jenkins, D.J.A., et al., The glycaemic index of foods tested in diabetic patients: A new basis for carbohydrate exchange favouring the use of legumes. Diabetologia, 1983. 24(4): p. 257-264.",Type 2,3h,6,1983
Wholemeal bread #,72,,Breads,Denmark,,15,11,"Rasmussen, O., E. Winther, and K. Hermansen, Glycaemic responses to different types of bread in insulin-dependent diabetic subjects (IDDM): studies at constant insulinaemia. European Journal of Clinical Nutrition, 1991. 45(2): p. 97-103.",Type 1,3h,7,1990
Wholemeal flour/100% whole wheat bread #,73,,Breads,USA,,15,11,"Krezowski, P.A., et al., Insulin and glucose responses to various starch-containing foods in type II diabetic subjects. Diabetes Care, 1987. 10(2): p. 205-212.",Type 2,5h6,8,1987
Wholemeal bread #,75,,Breads,Australia,,15,11,"Fitz-Henry, A., In vitro and in vivo rates of carbohydrates digestion in Aboriginal bushfoods and contemporary Western Foods., in Human Nutrition Unit. 1982, University of Sydney: Australia.",Normal,2h,7,1981
"Wholemeal bread (Barilla G.eR. Fratelli S.p.A., Parma, Italy) #",75,,Breads,Italy,,15,11,"Kristensen, M., et al., Wholegrain vs. refined wheat bread and pasta. Effect on postprandial glycemia, appetite, and subsequent ad libitum energy intake in young healthy adults. Appetite, 2010. 54(1): p. 163-9.",Normal,3h,10,2009
"Wholemeal bread, tested in young adults (17-18 y) #",75,,Breads,South Africa,,15,11,"Walker, A.R. and B.F. Walker, Glycaemic index of South African foods determined in rural blacks--a population at low risk of diabetes. Human Nutrition. Clinical Nutrition, 1984. 38(3): p. 215-22.",Normal,2h,8,1984
"Wholemeal bread, commercially-manufactured #",77,,Breads,Sri Lanka,,15,12,"Hettiaratchi, U.P.K., S. Ekanayake, and J. Welihinda, Glycaemic indices of three Sri Lankan wheat bread varieties and a bread-lentil meal. International Journal of Food Sciences and Nutrition, 2009. 60 Suppl 4: p. 21-30.",Normal,2h,10,2009
"Wholemeal bread (Tip Top Bakeries, Australia) #",77,,Breads,Australia,,15,12,"Ross, S.W., et al., Glycemic index of processed wheat products. The American Journal of Clinical Nutrition, 1987. 46(4): p. 631-5.",Normal,2h,8,1986
"Wholemeal bread (Tip Top Bakeries, Australia) #",78,,Breads,Australia,,15,12,"Brand, J.C., et al., The glycaemic and insulin indices of realistic meals and rye breads tested in healthy subjects. Diabetes, Nutrition & Metabolism, 1990. 3: p. 137-42.",Normal,2h,7,1989
"Wholemeal loaf, high fiber #",85,,Breads,France,,15,13,"Rizkalla, S.W., et al., Effect of baking process on postprandial metabolic consequences: randomized trials in normal and type 2 diabetic subjects. European Journal of Clinical Nutrition, 2007. 61(2): p. 175-183.",Normal (men),3h,9,2005
Wholemeal bread #,88,,Breads,Kenya,,15,13,"Ayuo, P.O. and G.A. Ettyang, Glycaemic responses after ingestion of some local foods by non-insulin dependent diabetic subjects. East African Medical Journal, 1996. 73(12): p. 782-5.",Type 2,2.5h24,9,1996
"White and wholemeal bread (ratio 1:1), fermented by sourdough lactobacilli (? pH 1.5) and fiber-enriched with oat fiber #",54,,Breads,Italy,,15,8,"De Angelis, M., et al., Use of sourdough lactobacilli and oat fibre to decrease the glycaemic index of white wheat bread. British Journal of Nutrition, 2007. 98(6): p. 1196-1205.",Normal,2h,15,2006
"Wholemeal stoneground bread (Dempster’s, Corporate Foods Ltd, Etobicoke, Canada) #",62,,Breads,Canada,,15,9,"Wolever, T.M.S., et al., Glycaemic index of 102 complex carbohydrate foods in patients with diabetes. Nutrition Research, 1994. 14(5): p. 651-669.",Type 1 & Type 2,3h,14,1984-1992
Whole wheat bread #,96,,Breads,Canada,,15,14,"Najjar, A.M., et al., The acute impact of ingestion of breads of varying composition on blood glucose, insulin and incretins following first and second meals. British Journal of Nutrition, 2009. 101(3): p. 391-398.",Obese,3h6,10,2007
"Wheaten wholegrain bread, Brennans Wholegrain Sliced Loaf (Brennans Bakeries Ltd, Ireland) #",75,,Breads,Ireland,,15,11,"Breen, C., et al., Glycemic, insulinemic, and appetite responses of patients with type 2 diabetes to commonly consumed breads. The Diabetes Educator, 2013. 39(3): p. 376-86.",Type 2,4.5h19,10,2013
"100% Whole Grain™ bread (Natural Ovens, USA) #",51,,Breads,USA,,15,8,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,1999
"Aproten® bread roll, protein-free, enriched with 4.56 g soluble fiber (50% psyllium and 50% inulin) #",83,,Breads,Italy,,15,12,"Tubili, C., et al., Fiber enriched protein-free pasta and bread: Is it a useful tool in chronic kidney disease in type 2 diabetes? Mediterranean Journal of Nutrition and Metabolism, 2016. 9(2): p. 95-99.",Type 2,3h,14,2016
"Biobread, made from whole wheat flour, wheat bran, rye flour, soy powder and linseed powder #",50,,Breads,UK,,15,8,"Takruri, H.R. and R.A. Alkurd, The glycemic index of a new bread brand (biobread). Jordan Medical Journal, 2008. 42(2): p. 117-123.",Normal,2h,8,2007
"Bread, made from Hi-Maize® whole grain corn flour (Ingredion, Bridgewater, NJ, USA) and white wheat flour, prepared in an automatic bread machine, frozen and thawed #",76,,Breads,Sweden,,15,11,"Ekstrom, L.M.N.K., I.M.E. Bjorck, and E.M. Ostman, On the possibility to affect the course of glycaemia, insulinaemia, and perceived hunger/satiety to bread meals in healthy volunteers. Food & Function, 2013. 4(4): p. 522-9.",Normal,3h14,10,2010
"Bread, made from purple-grain wheat flour (Jizi439 wheat variety), steamed for 20 min #",75,,Breads,China,,15,11,"Su-Que, L., et al., Effect of consumption of micronutrient enriched wheat steamed bread on postprandial plasma glucose in healthy and type 2 diabetic subjects. Nutrition Journal, 2013. 12: p. 64.",Normal,2h,10,2012
"Bread, made from purple-grain wheat flour (Chu20 wheat variety), steamed for 20 min #",84,,Breads,China,,15,13,"Su-Que, L., et al., Effect of consumption of micronutrient enriched wheat steamed bread on postprandial plasma glucose in healthy and type 2 diabetic subjects. Nutrition Journal, 2013. 12: p. 64.",Normal,2h,10,2012
"Bread stuffing, Paxo (Campbell Soup Co Ltd., Toronto, Canada) #",75,,Breads,Canada,,15,11,"Wolever, T.M.S., et al., Glycaemic index of 102 complex carbohydrate foods in patients with diabetes. Nutrition Research, 1994. 14(5): p. 651-669.",Type 1 & Type 2,3h,10,1984-1992
"Bread, white wheat, with chromium-enriched yeast #",24,,Breads,Greece,,15,4,"Yanni, A.E., et al., Cr-enriched yeast: beyond fibers for the management of postprandial glycemic response to bread. European Journal of Nutrition, 2017. 56(4): p. 1445-1453.",Normal,2h,12,2015
"Bread, whole wheat, with chromium-enriched yeast #",44,,Breads,Greece,,15,7,"Yanni, A.E., et al., Cr-enriched yeast: beyond fibers for the management of postprandial glycemic response to bread. European Journal of Nutrition, 2017. 56(4): p. 1445-1453.",Normal,2h,12,2015
Brioche #,70,,Breads,France,,15,11,"Englyst, K.N., et al., Glycaemic index of cereal products explained by their content of rapidly and slowly available glucose. British Journal of Nutrition, 2003. 89(3): p. 329-339.",Normal,2h,11-14,2002
"Castella, bread enriched with egg and milk #",60,,Breads,South Korea,,15,9,"Kim, D.-Y., Y. Kim, and H. Lim, Glycaemic indices and glycaemic loads of common Korean carbohydrate-rich foods. British Journal of Nutrition, 2019. 121(4): p. 416-425.",Normal,2h,10,2018
"Fibread (Weston’s Bakery, Toronto, Canada) #",61,,Breads,Canada,,15,9,"Wolever, T.M.S., et al., Glycaemic index of 102 complex carbohydrate foods in patients with diabetes. Nutrition Research, 1994. 14(5): p. 651-669.",Type 1 & Type 2,3h,10,1984-1992
"Flax bread, made from flax meal & wheat flour #",67,,Breads,Canada,,15,10,"Dahl, W.J., et al., Effects of flax fiber on laxation and glycemic response in healthy volunteers. Journal of Medicinal Food, 2005. 8(4): p. 508-11.",Normal,2h9,11,2004
"Honey & Oats bread, Vogel's (Stevns & Co, Sydney, Australia) #",55,,Breads,Australia,,15,8,"Brand-Miller, J., et al., In search of more low glycaemic index foods. Proceedings of the Nutrition Society, 1995. 19: p. 177.",Normal,2h,8,1995
"Melba toast, Old London (Best Foods Canada Inc., Etobicoke, Canada) #",71,,Breads,Canada,,15,11,"Wolever, T.M.S., et al., Glycaemic index of 102 complex carbohydrate foods in patients with diabetes. Nutrition Research, 1994. 14(5): p. 651-669.",Type 1 & Type 2,3h,11,1984-1992
"Mixed Grain, Bürgen™ (Tip Top Bakeries, Chatswood, NSW, Australia) #",45,,Breads,Australia,,15,7,"Perry, T., et al., Glycaemic index of New Zealand foods. New Zealand Medical Journal, 2000. 113(1108): p. 140-2.",Normal,2h,10,2000
"Mixed Grain, Bürgen® (Tip Top Bakeries, Chatswood, NSW, Australia) #",69,,Breads,Australia,,15,10,"Perry, T., et al., Glycaemic index of New Zealand foods. New Zealand Medical Journal, 2000. 113(1108): p. 140-2.",Type 2,3h,13,2000
"Mixed grain bread, Molenberg™ (Goodman Fielder, New Zealand) #",84,,Breads,New Zealand,,15,13,"Perry, T., et al., Glycaemic index of New Zealand foods. New Zealand Medical Journal, 2000. 113(1108): p. 140-2.",Type 2,3h,14,2000
"Multigrain bread, 50% kibbled wheat grains and 50% wheat flour bread #",43,,Breads,Australia,,15,6,"Brown, D., D. Tomlinson, and J. Brand-Miller, The development of low glycaemic index breads. Proceedings of the Nutrition Society, 1992. 17: p. 62.",Normal,2h,8,1992
"Multigrain loaf, containing wheat flour and coconut flour #",66,,Breads,Philippines,,15,10,"Trinidad, T.P., et al., Glycaemic index of different coconut (Cocos nucifera)-flour products in normal and diabetic subjects. British Journal of Nutrition, 2003. 90(3): p. 551-556.",Type 2,3h,10,2002
"Oat Bran & Honey Loaf with Barley, Bürgen™ (Tip Top Bakeries, Australia) #",31,,Breads,Australia,,15,5,"Brand-Miller, J., et al., In search of more low glycaemic index foods. Proceedings of the Nutrition Society, 1995. 19: p. 177.",Normal,2h,8,1995
